pilot_id,mission_id,segment_id,experience_group,years_experience,mission_type,difficulty_tier,difficulty_rank,target_count,required_engagements,visibility,secondary_cognitive_task,threat_density,friendly_aircraft_count,information_update_rate_per_min,display_complexity,flight_phase,window_duration_s,D_task_z,D_perceptual_z,D_cognitive_z,D_tactical_z,D_temporal_z,latent_workload,engagement_time_s,hit_rate,target_disengagement_time_s,altitude_error_ft,tracking_error_deg,navigation_error_nm,mission_completion,HR_bpm,SDNN_ms,RMSSD_ms,LF_HF_ratio,EEG_theta_rel_power,EEG_alpha_rel_power,EEG_delta_rel_power,fixation_rate_per_min,fixation_duration_ms,blink_rate_bpm,pupil_diameter_mm,nasa_tlx_subjective_proxy,workload_source,generator_version,parameter_seed,workload_class_3lvl,perceptual_cognitive_condition,confidence,validation_flag
P003,M000086,M000086_S03,experienced,17.1,ATG,low,1,4,1,low,1,2,1,6.2,4,climb,40.7,-1.262,-0.719,-0.611,0.645,-1.088,-0.8596,5.05,1.0,2.36,23.3,0.43,0.36,1,66.5,64.1,46.2,1.39,0.1343,0.2374,0.1699,135.4,241.5,12.5,4.34,38.8,scenario_derived,v1.0,42,low,LV_CogTask,0.99,True
P003,M000086,M000086_S04,experienced,17.1,ATG,low,1,4,1,low,1,2,1,6.2,4,cruise,43.6,-1.31,-0.875,-0.778,0.645,-1.15,-1.4789,4.09,0.928,3.07,17.9,0.99,0.37,1,66.7,65.5,43.7,1.71,0.1586,0.26,0.1657,137.3,255.2,13.5,4.33,16.6,scenario_derived,v1.0,42,low,LV_CogTask,0.985,True
P003,M000086,M000086_S05,experienced,17.1,ATG,low,1,4,1,low,1,2,1,6.2,4,attack_task,16.7,-0.55,1.625,1.889,0.645,1.064,0.5523,8.85,0.876,4.04,67.7,1.89,0.64,0,66.4,66.3,42.2,2.18,0.1907,0.1742,0.1676,166.4,230.4,10.5,4.44,58.9,scenario_derived,v1.0,42,high,LV_CogTask,0.99,True
P003,M000086,M000086_S06,experienced,17.1,ATG,low,1,4,1,low,1,2,1,6.2,4,attack_task,12.1,-0.55,1.625,1.889,0.645,1.966,0.8543,9.47,0.867,3.98,78.8,2.41,1.34,0,74.1,54.8,33.5,2.41,0.2111,0.1605,0.1882,176.4,220.6,8.0,4.33,63.4,scenario_derived,v1.0,42,high,LV_CogTask,0.99,True
P003,M000086,M000086_S07,experienced,17.1,ATG,low,1,4,1,low,1,2,1,6.2,4,attack_task,16.3,-0.55,1.625,1.889,0.645,1.122,0.6615,8.56,0.861,3.63,42.9,1.58,1.03,0,72.4,55.2,38.0,1.85,0.1806,0.2009,0.1817,153.7,221.4,9.9,4.51,57.0,scenario_derived,v1.0,42,high,LV_CogTask,0.99,True
P003,M000086,M000086_S08,experienced,17.1,ATG,low,1,4,1,low,1,2,1,6.2,4,attack_task,17.6,-0.55,1.625,1.889,0.645,0.944,0.4241,8.82,0.803,3.2,60.7,2.13,0.86,1,62.9,56.5,38.2,2.2,0.173,0.2236,0.1805,163.6,244.1,9.4,4.06,65.3,scenario_derived,v1.0,42,high,LV_CogTask,0.99,True
P003,M000086,M000086_S09,experienced,17.1,ATG,low,1,4,1,low,1,2,1,6.2,4,attack_task,14.5,-0.55,1.625,1.889,0.645,1.419,0.3455,8.74,0.915,3.83,28.9,1.29,0.55,1,61.3,61.5,42.5,1.9,0.1784,0.2323,0.1484,171.7,251.8,14.9,4.19,45.7,scenario_derived,v1.0,42,medium,LV_CogTask,0.99,True
P003,M000086,M000086_S10,experienced,17.1,ATG,low,1,4,1,low,1,2,1,6.2,4,attack_task,24.1,-0.55,1.625,1.889,0.645,0.323,0.1461,8.36,0.934,3.59,33.6,0.92,0.58,0,60.1,68.5,33.6,1.74,0.1529,0.2371,0.179,153.4,259.7,13.1,4.31,65.7,scenario_derived,v1.0,42,medium,LV_CogTask,0.99,True
P003,M000086,M000086_S11,experienced,17.1,ATG,low,1,4,1,low,1,2,1,6.2,4,landing_rest,39.6,-1.215,-0.562,-0.444,0.645,-1.031,-1.4556,4.19,0.889,2.63,34.8,0.59,0.4,1,65.0,66.1,45.0,1.46,0.1469,0.2412,0.1784,157.1,231.7,13.6,4.08,27.2,scenario_derived,v1.0,42,low,LV_CogTask,0.985,True
P003,M000087,M000087_S01,experienced,17.1,ATG,medium,2,7,3,low,1,3,0,7.29,4,baseline_rest,42.3,-1.395,-1.344,-1.278,0.804,-1.286,-1.3422,5.01,0.837,2.82,26.9,1.19,0.3,1,60.4,60.5,41.9,1.53,0.1526,0.2211,0.17,162.1,265.5,13.6,4.08,21.6,scenario_derived,v1.0,42,low,LV_CogTask,0.987,True
P003,M000087,M000087_S02,experienced,17.1,ATG,medium,2,7,3,low,1,3,0,7.29,4,takeoff,45.0,-0.765,-0.406,-0.278,0.804,-1.022,-0.4702,6.9,0.89,2.8,48.9,0.83,0.05,1,63.0,67.9,40.4,1.68,0.1503,0.2505,0.1648,144.1,258.7,14.9,4.17,43.3,scenario_derived,v1.0,42,medium,LV_CogTask,0.99,True
P003,M000087,M000087_S03,experienced,17.1,ATG,medium,2,7,3,low,1,3,0,7.29,4,climb,47.4,-0.975,-0.719,-0.611,0.804,-1.122,-1.147,4.85,0.885,3.16,18.3,0.4,0.26,0,65.6,67.4,35.6,1.34,0.1539,0.2127,0.1802,158.4,254.9,12.4,3.95,34.2,scenario_derived,v1.0,42,low,LV_CogTask,0.989,True
P003,M000087,M000087_S04,experienced,17.1,ATG,medium,2,7,3,low,1,3,0,7.29,4,cruise,53.0,-1.08,-0.875,-0.778,0.804,-1.182,-0.7274,5.44,0.95,2.95,30.1,1.09,0.32,1,67.3,62.1,39.4,1.08,0.1469,0.2175,0.1766,147.3,253.9,15.6,4.22,36.2,scenario_derived,v1.0,42,low,LV_CogTask,0.99,True
P003,M000087,M000087_S05,experienced,17.1,ATG,medium,2,7,3,low,1,3,0,7.29,4,attack_task,20.7,0.6,1.625,1.889,0.804,0.595,0.7613,9.19,0.879,3.92,45.2,2.49,1.24,0,76.4,65.5,41.9,2.2,0.1945,0.1679,0.1802,173.4,234.9,6.3,4.43,67.6,scenario_derived,v1.0,42,high,LV_CogTask,0.99,True
P003,M000087,M000087_S06,experienced,17.1,ATG,medium,2,7,3,low,1,3,0,7.29,4,attack_task,9.9,0.6,1.625,1.889,0.804,2.709,1.1832,11.03,0.887,4.15,79.8,2.96,1.5,0,80.3,44.1,35.0,2.61,0.2199,0.14,0.1838,174.3,246.6,8.7,4.52,59.0,scenario_derived,v1.0,42,high,LV_CogTask,0.988,True
P003,M000087,M000087_S07,experienced,17.1,ATG,medium,2,7,3,low,1,3,0,7.29,4,attack_task,16.4,0.6,1.625,1.889,0.804,1.111,0.8773,10.04,0.812,4.39,75.8,1.91,0.82,0,75.8,51.1,31.2,2.29,0.1922,0.1847,0.1808,171.5,247.6,13.2,4.45,59.0,scenario_derived,v1.0,42,high,LV_CogTask,0.99,True
P003,M000087,M000087_S08,experienced,17.1,ATG,medium,2,7,3,low,1,3,0,7.29,4,attack_task,15.6,0.6,1.625,1.889,0.804,1.238,0.9885,10.43,0.777,4.1,54.9,2.58,1.17,0,79.4,53.6,29.1,2.33,0.2134,0.1869,0.1808,186.9,229.4,8.8,4.46,57.3,scenario_derived,v1.0,42,high,LV_CogTask,0.99,True
P003,M000087,M000087_S09,experienced,17.1,ATG,medium,2,7,3,low,1,3,0,7.29,4,attack_task,15.3,0.6,1.625,1.889,0.804,1.278,0.6222,9.08,0.845,3.43,42.9,2.12,0.82,0,67.8,58.0,40.5,2.05,0.1858,0.207,0.1924,169.7,242.4,12.1,4.39,62.3,scenario_derived,v1.0,42,high,LV_CogTask,0.99,True
P003,M000087,M000087_S10,experienced,17.1,ATG,medium,2,7,3,low,1,3,0,7.29,4,attack_task,12.0,0.6,1.625,1.889,0.804,1.988,0.8027,9.71,0.821,4.3,51.8,1.75,0.89,0,73.2,53.9,39.4,2.33,0.1898,0.1811,0.1859,178.2,202.8,10.5,4.25,61.2,scenario_derived,v1.0,42,high,LV_CogTask,0.99,True
P003,M000087,M000087_S11,experienced,17.1,ATG,medium,2,7,3,low,1,3,0,7.29,4,landing_rest,49.4,-0.87,-0.562,-0.444,0.804,-1.09,-0.3616,6.17,0.882,3.03,16.3,0.72,0.22,1,63.6,60.7,40.1,1.39,0.1403,0.2233,0.1788,148.2,231.0,16.0,4.23,35.2,scenario_derived,v1.0,42,medium,LV_CogTask,0.99,True
P003,M000088,M000088_S01,experienced,17.1,ATG,low,1,2,1,normal,0,1,0,6.29,1,baseline_rest,45.8,-1.468,-1.437,-1.389,-0.446,-1.29,-1.3849,5.57,1.0,2.95,17.4,0.7,0.0,1,63.0,67.7,45.4,1.29,0.141,0.26,0.1717,144.7,241.7,13.7,4.33,29.2,scenario_derived,v1.0,42,low,NV_NoTask,0.986,True
P003,M000088,M000088_S02,experienced,17.1,ATG,low,1,2,1,normal,0,1,0,6.29,1,takeoff,45.7,-1.272,-1.062,-1.056,-0.446,-1.027,-0.7322,6.29,1.0,2.9,37.6,0.88,0.49,1,65.5,73.7,45.0,1.53,0.1426,0.2367,0.1623,157.1,270.3,13.6,4.35,46.0,scenario_derived,v1.0,42,low,NV_NoTask,0.99,True
P003,M000088,M000088_S03,experienced,17.1,ATG,low,1,2,1,normal,0,1,0,6.29,1,climb,45.6,-1.337,-1.187,-1.167,-0.446,-1.114,-1.4568,4.31,0.854,2.81,23.1,0.5,0.42,1,64.1,53.4,41.4,1.25,0.1442,0.2557,0.1481,143.5,269.8,12.6,4.11,36.0,scenario_derived,v1.0,42,low,NV_NoTask,0.985,True
P003,M000088,M000088_S04,experienced,17.1,ATG,low,1,2,1,normal,0,1,0,6.29,1,cruise,46.5,-1.37,-1.25,-1.222,-0.446,-1.161,-1.1688,5.21,0.971,3.76,4.2,0.99,0.3,1,67.0,65.2,47.9,1.62,0.164,0.2159,0.1644,144.2,277.2,12.0,4.09,22.2,scenario_derived,v1.0,42,low,NV_NoTask,0.988,True
P003,M000088,M000088_S05,experienced,17.1,ATG,low,1,2,1,normal,0,1,0,6.29,1,attack_task,28.0,-0.85,-0.25,-0.333,-0.446,0.095,-0.6423,5.6,0.956,2.29,12.6,0.78,0.35,0,68.7,66.2,40.1,1.61,0.1464,0.225,0.1814,130.4,268.4,12.5,4.11,50.2,scenario_derived,v1.0,42,low,NV_NoTask,0.99,True
P003,M000088,M000088_S06,experienced,17.1,ATG,low,1,2,1,normal,0,1,0,6.29,1,attack_task,14.9,-0.85,-0.25,-0.333,-0.446,1.356,-0.3637,7.14,0.896,2.88,42.7,1.28,0.21,1,62.3,68.1,45.7,1.54,0.1342,0.2452,0.1854,151.4,287.0,11.3,4.25,37.3,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P003,M000088,M000088_S07,experienced,17.1,ATG,low,1,2,1,normal,0,1,0,6.29,1,attack_task,21.2,-0.85,-0.25,-0.333,-0.446,0.55,-0.1473,7.69,0.888,2.8,21.4,0.85,0.58,1,59.6,64.3,42.3,1.34,0.1547,0.2558,0.1813,160.8,246.6,14.0,4.11,48.8,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P003,M000088,M000088_S08,experienced,17.1,ATG,low,1,2,1,normal,0,1,0,6.29,1,attack_task,18.3,-0.85,-0.25,-0.333,-0.446,0.85,-0.1753,7.74,0.865,2.46,30.6,1.45,0.3,1,70.3,66.1,42.6,1.28,0.1505,0.2442,0.1774,144.6,256.5,12.7,4.35,52.2,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P003,M000088,M000088_S09,experienced,17.1,ATG,low,1,2,1,normal,0,1,0,6.29,1,attack_task,14.9,-0.85,-0.25,-0.333,-0.446,1.351,-0.6834,5.9,0.887,2.55,12.2,1.05,0.25,1,65.9,59.6,37.5,1.52,0.1464,0.2538,0.1752,134.1,242.1,12.6,4.23,31.4,scenario_derived,v1.0,42,low,NV_NoTask,0.99,True
P003,M000088,M000088_S10,experienced,17.1,ATG,low,1,2,1,normal,0,1,0,6.29,1,landing_rest,45.6,-1.305,-1.125,-1.111,-0.446,-1.07,-1.5558,4.48,0.981,3.1,14.6,1.45,0.27,1,62.2,64.5,39.7,1.5,0.1584,0.2265,0.1669,152.9,245.0,10.9,4.22,21.3,scenario_derived,v1.0,42,low,NV_NoTask,0.984,True
P003,M000089,M000089_S01,experienced,17.1,ATA,medium,2,7,3,normal,0,3,0,7.74,2,baseline_rest,48.0,-1.395,-1.437,-1.389,0.249,-1.292,-1.3323,2.82,0.915,3.11,0.0,0.71,0.12,1,64.4,64.8,43.0,1.35,0.1572,0.261,0.1689,144.7,247.1,14.1,4.13,15.6,scenario_derived,v1.0,42,low,NV_NoTask,0.987,True
P003,M000089,M000089_S02,experienced,17.1,ATA,medium,2,7,3,normal,0,3,0,7.74,2,takeoff,39.2,-0.765,-1.062,-1.056,0.249,-0.976,-0.5577,4.94,0.919,2.6,19.1,0.55,0.0,1,65.7,72.0,41.9,1.25,0.1491,0.2296,0.1675,152.7,239.1,14.2,4.25,48.5,scenario_derived,v1.0,42,low,NV_NoTask,0.99,True
P003,M000089,M000089_S03,experienced,17.1,ATA,medium,2,7,3,normal,0,3,0,7.74,2,climb,46.2,-0.975,-1.187,-1.167,0.249,-1.117,-1.109,2.57,0.975,2.45,19.5,1.34,0.26,1,63.3,64.7,45.4,1.59,0.1504,0.2503,0.1758,156.9,241.9,17.5,4.21,13.5,scenario_derived,v1.0,42,low,NV_NoTask,0.989,True
P003,M000089,M000089_S04,experienced,17.1,ATA,medium,2,7,3,normal,0,3,0,7.74,2,cruise,51.6,-1.08,-1.25,-1.222,0.249,-1.178,-1.3129,1.93,0.93,2.64,17.5,0.83,0.25,1,66.6,65.3,43.3,1.55,0.1494,0.2186,0.1905,157.4,281.5,16.0,4.14,12.3,scenario_derived,v1.0,42,low,NV_NoTask,0.987,True
P003,M000089,M000089_S05,experienced,17.1,ATA,medium,2,7,3,normal,0,3,0,7.74,2,attack_task,9.1,0.6,-0.25,-0.333,0.249,3.07,0.2782,5.59,0.758,3.3,23.9,1.23,0.73,1,64.1,62.4,42.8,1.65,0.1819,0.2006,0.1607,144.7,224.1,13.2,4.18,46.5,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P003,M000089,M000089_S06,experienced,17.1,ATA,medium,2,7,3,normal,0,3,0,7.74,2,attack_task,15.5,0.6,-0.25,-0.333,0.249,1.244,0.3388,6.5,0.832,3.48,45.6,1.4,0.64,0,65.6,62.6,44.2,1.94,0.1775,0.2179,0.1751,147.0,234.5,10.7,4.36,61.8,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P003,M000089,M000089_S07,experienced,17.1,ATA,medium,2,7,3,normal,0,3,0,7.74,2,attack_task,16.9,0.6,-0.25,-0.333,0.249,1.027,0.1176,4.89,0.895,2.84,37.6,1.08,0.39,1,63.0,67.0,37.2,1.61,0.1566,0.2403,0.1599,140.7,265.0,12.6,4.22,48.2,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P003,M000089,M000089_S08,experienced,17.1,ATA,medium,2,7,3,normal,0,3,0,7.74,2,attack_task,17.7,0.6,-0.25,-0.333,0.249,0.933,0.014,4.55,0.932,2.62,17.1,0.61,0.29,1,64.9,62.3,42.4,1.48,0.1518,0.2358,0.1622,151.2,230.6,15.1,4.08,57.3,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P003,M000089,M000089_S09,experienced,17.1,ATA,medium,2,7,3,normal,0,3,0,7.74,2,landing_rest,35.2,-0.87,-1.125,-1.111,0.249,-0.993,-1.2439,1.73,0.923,3.25,21.0,1.27,0.15,1,63.2,62.0,36.3,1.45,0.1492,0.25,0.1596,144.9,275.4,14.6,4.24,30.3,scenario_derived,v1.0,42,low,NV_NoTask,0.988,True
P003,M000090,M000090_S01,experienced,17.1,ATA,low,1,4,1,normal,0,0,3,6.07,5,baseline_rest,48.9,-1.452,-1.437,-1.389,0.832,-1.292,-1.6809,2.62,0.832,2.99,46.6,0.99,0.58,1,64.1,63.7,35.8,1.41,0.1527,0.2373,0.1971,152.2,266.8,16.3,4.24,19.2,scenario_derived,v1.0,42,low,NV_NoTask,0.983,True
P003,M000090,M000090_S02,experienced,17.1,ATA,low,1,4,1,normal,0,0,3,6.07,5,takeoff,44.7,-1.167,-1.062,-1.056,0.832,-1.02,-0.975,2.95,0.939,2.6,26.1,1.47,0.26,1,64.6,64.0,42.5,1.41,0.1305,0.2471,0.1943,153.8,265.5,13.6,4.3,32.2,scenario_derived,v1.0,42,low,NV_NoTask,0.99,True
P003,M000090,M000090_S03,experienced,17.1,ATA,low,1,4,1,normal,0,0,3,6.07,5,climb,46.1,-1.262,-1.187,-1.167,0.832,-1.116,-1.4854,2.13,0.953,3.37,5.4,0.56,0.42,1,66.8,57.7,41.8,1.45,0.1551,0.2184,0.1527,151.4,265.2,16.0,4.15,27.9,scenario_derived,v1.0,42,low,NV_NoTask,0.985,True
P003,M000090,M000090_S04,experienced,17.1,ATA,low,1,4,1,normal,0,0,3,6.07,5,cruise,46.9,-1.31,-1.25,-1.222,0.832,-1.163,-0.9759,2.01,0.905,3.04,30.6,0.54,0.24,1,63.8,63.0,47.8,1.3,0.1627,0.2492,0.1702,149.7,256.8,14.3,4.12,29.9,scenario_derived,v1.0,42,low,NV_NoTask,0.99,True
P003,M000090,M000090_S05,experienced,17.1,ATA,low,1,4,1,normal,0,0,3,6.07,5,attack_task,15.6,-0.55,-0.25,-0.333,0.832,1.234,-0.3805,3.03,0.913,2.79,2.0,0.89,0.23,1,62.5,66.9,46.3,1.36,0.1499,0.2598,0.1747,153.0,251.2,15.3,4.18,32.2,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P003,M000090,M000090_S06,experienced,17.1,ATA,low,1,4,1,normal,0,0,3,6.07,5,attack_task,15.6,-0.55,-0.25,-0.333,0.832,1.234,-0.4037,3.77,0.932,3.02,9.4,0.85,0.43,1,61.4,59.8,48.0,1.45,0.1512,0.2228,0.1746,163.7,261.2,16.1,4.19,36.6,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P003,M000090,M000090_S07,experienced,17.1,ATA,low,1,4,1,normal,0,0,3,6.07,5,attack_task,14.3,-0.55,-0.25,-0.333,0.832,1.47,-0.3344,5.21,0.916,2.88,14.9,1.11,0.06,1,66.8,63.1,41.2,1.43,0.1576,0.2364,0.165,144.3,254.4,14.6,4.18,43.2,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P003,M000090,M000090_S08,experienced,17.1,ATA,low,1,4,1,normal,0,0,3,6.07,5,attack_task,17.2,-0.55,-0.25,-0.333,0.832,0.994,-0.4884,4.8,0.884,3.05,0.0,0.94,0.09,1,71.3,65.2,45.8,1.58,0.1602,0.2309,0.1885,156.8,258.0,14.5,4.17,41.5,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P003,M000090,M000090_S09,experienced,17.1,ATA,low,1,4,1,normal,0,0,3,6.07,5,landing_rest,44.8,-1.215,-1.125,-1.111,0.832,-1.066,-0.5833,3.2,0.965,2.85,39.6,0.9,0.39,1,58.9,71.1,39.3,1.47,0.1398,0.2138,0.1704,145.3,239.8,13.9,4.04,40.3,scenario_derived,v1.0,42,low,NV_NoTask,0.99,True
P003,M000091,M000091_S01,experienced,17.1,ATA,low,1,4,1,low,0,4,1,6.88,4,baseline_rest,46.8,-1.452,-1.344,-1.389,0.963,-1.291,-1.4444,2.27,0.788,2.79,29.5,1.07,0.2,1,66.0,62.9,43.8,1.51,0.1459,0.25,0.1665,159.5,277.2,16.1,4.17,39.3,scenario_derived,v1.0,42,low,LV_NoTask,0.986,True
P003,M000091,M000091_S02,experienced,17.1,ATA,low,1,4,1,low,0,4,1,6.88,4,takeoff,45.6,-1.167,-0.406,-1.056,0.963,-1.026,-0.8594,2.63,0.973,2.77,35.4,1.35,0.43,1,63.1,53.5,41.8,1.58,0.148,0.225,0.1694,159.7,256.5,17.7,4.13,35.8,scenario_derived,v1.0,42,low,LV_NoTask,0.99,True
P003,M000091,M000091_S03,experienced,17.1,ATA,low,1,4,1,low,0,4,1,6.88,4,climb,43.3,-1.262,-0.719,-1.167,0.963,-1.102,-0.6496,5.05,0.887,3.61,25.8,1.25,0.06,1,60.9,65.2,37.6,1.44,0.1613,0.2421,0.1601,134.8,264.8,17.1,4.09,50.9,scenario_derived,v1.0,42,low,LV_NoTask,0.99,True
P003,M000091,M000091_S04,experienced,17.1,ATA,low,1,4,1,low,0,4,1,6.88,4,cruise,45.0,-1.31,-0.875,-1.222,0.963,-1.155,-1.7497,1.78,0.915,3.59,10.0,1.04,0.31,1,62.9,62.7,42.6,1.5,0.1529,0.252,0.1604,135.5,272.6,12.1,4.15,14.8,scenario_derived,v1.0,42,low,LV_NoTask,0.983,True
P003,M000091,M000091_S05,experienced,17.1,ATA,low,1,4,1,low,0,4,1,6.88,4,attack_task,14.5,-0.55,1.625,-0.333,0.963,1.432,-0.224,5.11,0.908,3.2,18.4,1.27,0.2,1,65.0,67.3,40.4,1.64,0.1418,0.2439,0.1899,150.3,254.0,13.8,4.35,48.4,scenario_derived,v1.0,42,medium,LV_NoTask,0.99,True
P003,M000091,M000091_S06,experienced,17.1,ATA,low,1,4,1,low,0,4,1,6.88,4,attack_task,25.6,-0.55,1.625,-0.333,0.963,0.231,-0.1526,4.53,0.911,2.18,18.7,0.86,0.35,1,64.2,56.5,39.4,1.5,0.1513,0.2582,0.182,157.4,254.1,16.2,4.09,53.1,scenario_derived,v1.0,42,medium,LV_NoTask,0.99,True
P003,M000091,M000091_S07,experienced,17.1,ATA,low,1,4,1,low,0,4,1,6.88,4,attack_task,15.9,-0.55,1.625,-0.333,0.963,1.187,0.0339,6.13,0.885,3.66,6.0,0.7,0.31,1,62.4,64.4,40.3,1.43,0.1552,0.2221,0.1717,145.7,238.2,15.3,4.37,57.0,scenario_derived,v1.0,42,medium,LV_NoTask,0.99,True
P003,M000091,M000091_S08,experienced,17.1,ATA,low,1,4,1,low,0,4,1,6.88,4,attack_task,18.3,-0.55,1.625,-0.333,0.963,0.849,-0.1124,5.6,0.794,2.85,33.2,0.66,0.39,0,59.7,64.5,40.3,1.52,0.157,0.2399,0.1731,152.3,239.7,13.9,4.1,54.2,scenario_derived,v1.0,42,medium,LV_NoTask,0.99,True
P003,M000091,M000091_S09,experienced,17.1,ATA,low,1,4,1,low,0,4,1,6.88,4,attack_task,19.7,-0.55,1.625,-0.333,0.963,0.694,0.5642,6.28,0.83,3.48,30.5,1.45,0.94,1,66.6,58.6,36.9,2.1,0.1852,0.1933,0.1878,170.1,219.0,11.6,4.31,55.7,scenario_derived,v1.0,42,high,LV_NoTask,0.99,True
P003,M000091,M000091_S10,experienced,17.1,ATA,low,1,4,1,low,0,4,1,6.88,4,landing_rest,52.5,-1.215,-0.562,-1.111,0.963,-1.105,-0.9893,3.07,0.952,2.72,18.0,1.2,0.0,1,59.3,63.2,37.3,1.3,0.1633,0.2495,0.1839,138.4,241.6,14.7,4.26,27.4,scenario_derived,v1.0,42,low,LV_NoTask,0.99,True
P004,M000092,M000092_S01,intermediate,4.2,ATG,low,1,3,2,normal,0,3,0,6.9,3,baseline_rest,44.6,-1.442,-1.437,-1.389,0.465,-1.288,-0.4647,7.3,0.815,2.71,48.6,1.14,0.62,1,66.6,54.1,39.5,1.32,0.1777,0.29,0.2013,145.1,272.7,21.6,4.4,46.9,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P004,M000092,M000092_S02,intermediate,4.2,ATG,low,1,3,2,normal,0,3,0,6.9,3,takeoff,47.7,-1.098,-1.062,-1.056,0.465,-1.04,-0.6203,7.88,0.831,3.3,31.5,1.14,0.69,0,69.2,52.1,36.8,1.53,0.1989,0.2692,0.2079,143.3,254.6,20.2,4.45,36.0,scenario_derived,v1.0,42,low,NV_NoTask,0.99,True
P004,M000092,M000092_S03,intermediate,4.2,ATG,low,1,3,2,normal,0,3,0,6.9,3,climb,48.0,-1.212,-1.187,-1.167,0.465,-1.125,-0.7108,7.57,0.83,2.44,42.8,0.36,0.74,0,63.2,47.3,33.8,1.4,0.1786,0.2832,0.1938,146.2,262.7,22.3,4.49,33.4,scenario_derived,v1.0,42,low,NV_NoTask,0.99,True
P004,M000092,M000092_S04,intermediate,4.2,ATG,low,1,3,2,normal,0,3,0,6.9,3,cruise,44.9,-1.27,-1.25,-1.222,0.465,-1.155,-0.8033,5.79,0.846,2.83,36.0,1.0,0.54,1,65.7,51.8,36.0,1.43,0.189,0.2788,0.1991,162.8,260.7,21.2,4.31,40.4,scenario_derived,v1.0,42,low,NV_NoTask,0.99,True
P004,M000092,M000092_S05,intermediate,4.2,ATG,low,1,3,2,normal,0,3,0,6.9,3,attack_task,15.9,-0.35,-0.25,-0.333,0.465,1.179,-0.0842,8.04,0.827,2.95,31.6,0.98,0.69,1,73.5,50.9,40.4,1.36,0.1746,0.2598,0.1916,157.9,234.3,19.4,4.39,51.3,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P004,M000092,M000092_S06,intermediate,4.2,ATG,low,1,3,2,normal,0,3,0,6.9,3,attack_task,18.8,-0.35,-0.25,-0.333,0.465,0.798,-0.4071,7.5,0.939,2.86,18.7,0.87,0.52,0,71.7,54.8,39.3,1.05,0.1849,0.2675,0.1894,151.5,258.2,17.7,4.46,42.8,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P004,M000092,M000092_S07,intermediate,4.2,ATG,low,1,3,2,normal,0,3,0,6.9,3,attack_task,18.4,-0.35,-0.25,-0.333,0.465,0.837,0.0655,9.03,0.855,3.68,24.7,1.54,0.32,1,65.3,54.7,37.1,1.51,0.1956,0.2559,0.1696,171.8,254.0,14.9,4.43,55.3,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P004,M000092,M000092_S08,intermediate,4.2,ATG,low,1,3,2,normal,0,3,0,6.9,3,attack_task,14.1,-0.35,-0.25,-0.333,0.465,1.496,0.1265,9.14,0.861,3.72,51.8,1.13,0.24,0,64.7,49.0,39.4,1.47,0.2062,0.282,0.2035,151.1,258.8,24.9,4.27,55.2,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P004,M000092,M000092_S09,intermediate,4.2,ATG,low,1,3,2,normal,0,3,0,6.9,3,landing_rest,52.3,-1.155,-1.125,-1.111,0.465,-1.104,-0.5906,7.44,0.794,3.28,29.2,0.98,0.38,1,67.1,49.2,37.4,1.29,0.181,0.2686,0.198,153.2,273.1,21.6,4.33,33.3,scenario_derived,v1.0,42,low,NV_NoTask,0.99,True
P004,M000093,M000093_S01,intermediate,4.2,ATA,medium,2,6,3,low,0,1,0,6.26,5,baseline_rest,43.3,-1.403,-1.344,-1.389,0.751,-1.287,-0.7094,3.41,0.869,3.2,32.5,0.26,0.52,0,69.8,42.6,45.1,1.14,0.1811,0.2874,0.2014,150.6,246.5,23.8,4.37,27.8,scenario_derived,v1.0,42,low,LV_NoTask,0.99,True
P004,M000093,M000093_S02,intermediate,4.2,ATA,medium,2,6,3,low,0,1,0,6.26,5,takeoff,49.9,-0.818,-0.406,-1.056,0.751,-1.053,-0.0537,5.84,0.987,2.88,32.7,1.22,0.38,0,58.6,50.8,38.4,1.32,0.1831,0.2893,0.1918,151.6,254.5,22.1,4.52,50.2,scenario_derived,v1.0,42,medium,LV_NoTask,0.99,True
P004,M000093,M000093_S03,intermediate,4.2,ATA,medium,2,6,3,low,0,1,0,6.26,5,climb,48.4,-1.013,-0.719,-1.167,0.751,-1.127,-0.6135,4.12,0.853,3.23,33.8,0.76,0.4,1,66.9,51.1,44.1,1.54,0.1815,0.2787,0.1991,148.2,252.5,20.4,4.56,36.5,scenario_derived,v1.0,42,low,LV_NoTask,0.99,True
