id,file,emg_nom_fs,emg_eff_fs,emg_dur_s,emg_pct_valid,eda_nom_fs,eda_eff_fs,eda_dur_s,eda_pct_valid,ecg_nom_fs,ecg_eff_fs,ecg_dur_s,ecg_pct_valid,respitrace_nom_fs,respitrace_eff_fs,respitrace_dur_s,respitrace_pct_valid,torsoacc_nom_fs,torsoacc_eff_fs,torsoacc_dur_s,torsoacc_pct_valid,eye_nom_fs,eye_eff_fs,eye_dur_s,eye_pct_valid,xp11_nom_fs,xp11_eff_fs,xp11_dur_s,xp11_pct_valid,task,subject,session,run_level
91,/task-ils/sub-cp012/ses-20210723/level-03Brun-002,128,127.99,470.13,100,128,127.99,470.13,100,128,127.98,470.02,100,n/a,n/a,n/a,n/a,128,127.98,469.93,100,250,253.19,470.29,100,4,5.18,469.88,100,task-ils,sub-cp012,ses-20210723,level-03Brun-002
92,/task-ils/sub-cp012/ses-20210723/level-03Brun-005,128,127.99,461.02,100,128,127.99,461.02,100,128,127.98,461,100,n/a,n/a,n/a,n/a,128,127.98,460.93,100,250,253.13,459.66,100,4,5.17,460.88,99.92,task-ils,sub-cp012,ses-20210723,level-03Brun-005
93,/task-ils/sub-cp012/ses-20210723/level-03Brun-011,128,127.99,457.98,100,128,127.99,457.98,100,128,127.98,458.01,100,n/a,n/a,n/a,n/a,128,127.99,458.08,100,250,253.24,457.91,100,4,5,457.88,99.96,task-ils,sub-cp012,ses-20210723,level-03Brun-011
94,/task-ils/sub-cp012/ses-20210723/level-04Brun-004,128,127.99,484.05,100,128,127.99,484.05,100,128,127.99,483.96,100,n/a,n/a,n/a,n/a,128,127.99,484.01,100,250,252.9,484.16,100,4,5.13,483.85,99.84,task-ils,sub-cp012,ses-20210723,level-04Brun-004
95,/task-ils/sub-cp012/ses-20210723/level-04Brun-006,128,127.98,461.57,100,128,127.98,461.57,100,128,127.98,461.76,100,n/a,n/a,n/a,n/a,128,127.99,461.37,100,250,253.02,461.75,100,4,4.81,461.35,99.77,task-ils,sub-cp012,ses-20210723,level-04Brun-006
96,/task-ils/sub-cp012/ses-20210723/level-04Brun-009,128,127.99,448.13,100,128,127.99,448.13,100,128,127.99,448.09,100,n/a,n/a,n/a,n/a,128,127.99,448.21,100,250,252.87,448.81,100,4,4.83,447.97,99.72,task-ils,sub-cp012,ses-20210723,level-04Brun-009
97,/task-ils/sub-cp013/ses-20210319/level-01Brun-001,128,128.04,441.93,100,128,128.04,441.93,100,128,128,442.16,100,n/a,n/a,n/a,n/a,128,127.99,442.07,100,250,252.08,442.18,100,4,5.21,441.82,100,task-ils,sub-cp013,ses-20210319,level-01Brun-001
98,/task-ils/sub-cp013/ses-20210319/level-01Brun-007,128,127.99,375.44,100,128,127.99,375.44,100,128,127.9,375.72,100,n/a,n/a,n/a,n/a,128,127.99,375.18,100,250,252.21,375.54,100,4,5.08,375.35,100,task-ils,sub-cp013,ses-20210319,level-01Brun-007
99,/task-ils/sub-cp013/ses-20210319/level-01Brun-012,128,127.98,399.55,100,128,127.98,399.55,100,128,127.98,399.64,100,n/a,n/a,n/a,n/a,128,127.99,399.57,100,250,252.4,399.58,100,4,5.25,399.37,100,task-ils,sub-cp013,ses-20210319,level-01Brun-012
100,/task-ils/sub-cp013/ses-20210319/level-02Brun-003,128,127.98,365.55,100,128,127.98,365.55,100,128,127.91,365.58,100,n/a,n/a,n/a,n/a,128,127.99,365.76,100,250,251.79,365.4,100,4,5.58,358.49,99.95,task-ils,sub-cp013,ses-20210319,level-02Brun-003
101,/task-ils/sub-cp013/ses-20210319/level-02Brun-008,128,128,510,100,128,128,510,100,128,127.96,510.06,100,n/a,n/a,n/a,n/a,128,127.98,510.04,100,250,252.56,509.95,100,4,5.46,509.88,100,task-ils,sub-cp013,ses-20210319,level-02Brun-008
102,/task-ils/sub-cp013/ses-20210319/level-02Brun-010,128,127.99,521.42,100,128,127.99,521.42,100,128,127.97,520.67,100,n/a,n/a,n/a,n/a,128,127.98,521.14,100,250,251.85,521.54,100,4,4.55,521.42,99.49,task-ils,sub-cp013,ses-20210319,level-02Brun-010
103,/task-ils/sub-cp013/ses-20210319/level-03Brun-002,128,127.85,81.89,100,128,127.85,81.89,100,128,127.98,81.44,100,n/a,n/a,n/a,n/a,128,128.02,81.97,100,250,251.04,82.04,100,4,5.96,77.56,100,task-ils,sub-cp013,ses-20210319,level-03Brun-002
104,/task-ils/sub-cp013/ses-20210319/level-03Brun-005,128,127.99,640.09,100,128,127.99,640.09,100,128,127.95,640.36,100,n/a,n/a,n/a,n/a,128,127.99,640.1,100,250,252.33,636.98,100,4,5.46,639.93,99.66,task-ils,sub-cp013,ses-20210319,level-03Brun-005
105,/task-ils/sub-cp013/ses-20210319/level-03Brun-011,128,127.98,468.42,100,128,127.98,468.42,100,128,127.99,468.36,100,n/a,n/a,n/a,n/a,128,127.98,468.49,100,250,252.51,468.51,100,4,4.72,468.42,99.77,task-ils,sub-cp013,ses-20210319,level-03Brun-011
106,/task-ils/sub-cp013/ses-20210319/level-04Brun-004,128,127.8,303.75,100,128,127.8,303.75,100,128,128.01,303.59,100,n/a,n/a,n/a,n/a,128,127.99,303.6,100,250,252.42,303.6,100,4,5.38,303.41,99.94,task-ils,sub-cp013,ses-20210319,level-04Brun-004
107,/task-ils/sub-cp013/ses-20210319/level-04Brun-006,128,127.98,267.42,100,128,127.98,267.42,100,128,127.97,267.56,100,n/a,n/a,n/a,n/a,128,127.99,267.51,100,250,251.92,268.06,100,4,5.2,260.06,99.93,task-ils,sub-cp013,ses-20210319,level-04Brun-006
108,/task-ils/sub-cp013/ses-20210319/level-04Brun-009,128,127.98,187.08,100,128,127.98,187.08,100,128,127.99,187.13,100,n/a,n/a,n/a,n/a,128,127.99,186.55,100,250,252.08,186.82,100,4,5.22,180.84,100,task-ils,sub-cp013,ses-20210319,level-04Brun-009
109,/task-ils/sub-cp014/ses-20211112/level-01Brun-001,128,127.67,421.03,100,128,127.67,421.03,100,128,127.99,421.27,100,1024,1024.01,421,100,128,127.68,421,100,250,252.63,420.69,100,4,5.3,420.98,100,task-ils,sub-cp014,ses-20211112,level-01Brun-001
110,/task-ils/sub-cp014/ses-20211112/level-01Brun-007,128,127.67,402.08,100,128,127.67,402.08,100,128,128.01,401.75,100,1024,1024.02,402.99,100,128,127.68,402.13,100,250,252.44,401.85,100,4,4.88,401.49,100,task-ils,sub-cp014,ses-20211112,level-01Brun-007
111,/task-ils/sub-cp014/ses-20211112/level-01Brun-012,128,127.66,392.06,100,128,127.66,392.06,100,128,127.94,391.78,100,1024,1024.01,392,100,128,127.66,392.05,100,250,252.54,391.94,100,4,5.31,391.94,100,task-ils,sub-cp014,ses-20211112,level-01Brun-012
112,/task-ils/sub-cp014/ses-20211112/level-02Brun-003,128,127.67,437.17,100,128,127.67,437.17,100,128,127.98,437,100,1024,1024.01,437,100,128,127.67,437.22,100,250,252.64,436.79,100,4,5.35,436.94,100,task-ils,sub-cp014,ses-20211112,level-02Brun-003
113,/task-ils/sub-cp014/ses-20211112/level-02Brun-008,128,127.65,429.16,100,128,127.65,429.16,100,128,127.97,428.86,100,1024,1024.01,428.99,100,128,127.66,429.09,100,250,252.18,429.15,100,4,5.01,428.9,99.86,task-ils,sub-cp014,ses-20211112,level-02Brun-008
114,/task-ils/sub-cp014/ses-20211112/level-02Brun-010,128,127.65,430.6,100,128,127.65,430.6,100,128,128,430.25,100,1024,1024.02,429.99,100,128,127.67,430.56,100,250,252.46,430.24,100,4,5.01,430.5,100,task-ils,sub-cp014,ses-20211112,level-02Brun-010
115,/task-ils/sub-cp014/ses-20211112/level-03Brun-002,128,127.67,450.11,100,128,127.67,450.11,100,128,127.97,450.24,100,1024,1024.01,451,100,128,127.66,450.17,100,250,252.58,449.77,100,4,5.29,449.84,100,task-ils,sub-cp014,ses-20211112,level-03Brun-002
116,/task-ils/sub-cp014/ses-20211112/level-03Brun-005,128,127.68,432.41,100,128,127.68,432.41,100,128,127.98,432.38,100,1024,1024.01,433,100,128,127.67,432.61,100,250,252.39,432.36,100,4,5.27,432.34,100,task-ils,sub-cp014,ses-20211112,level-03Brun-005
117,/task-ils/sub-cp014/ses-20211112/level-03Brun-011,128,127.66,438.12,100,128,127.66,438.12,100,128,127.98,438.02,100,1024,1024.01,438,100,128,127.68,438.2,100,250,252.65,438.03,100,4,5.53,437.88,100,task-ils,sub-cp014,ses-20211112,level-03Brun-011
118,/task-ils/sub-cp014/ses-20211112/level-04Brun-004,128,127.66,459.26,100,128,127.66,459.26,100,128,127.98,459.2,100,1024,1024.01,459,100,128,127.65,458.44,100,250,252.34,459.2,100,4,5.28,458.39,100,task-ils,sub-cp014,ses-20211112,level-04Brun-004
119,/task-ils/sub-cp014/ses-20211112/level-04Brun-006,128,127.64,452.08,100,128,127.64,452.08,100,128,127.98,452.25,100,1024,1024.01,453,100,128,127.67,452.05,100,250,252.22,452.27,100,4,5.15,451.93,99.91,task-ils,sub-cp014,ses-20211112,level-04Brun-006
120,/task-ils/sub-cp014/ses-20211112/level-04Brun-009,128,127.66,447,100,128,127.66,447,100,128,127.99,447.11,100,1024,1024.02,446.99,100,128,127.68,447.25,100,250,252.28,447.48,100,4,5.09,446.93,99.78,task-ils,sub-cp014,ses-20211112,level-04Brun-009
121,/task-ils/sub-cp015/ses-20210504/level-01Brun-001,128,128,417.57,100,128,128,417.57,100,128,127.98,417.56,100,n/a,n/a,n/a,n/a,128,128.03,417.5,100,250,251.93,417.75,100,4,5.12,417.46,99.86,task-ils,sub-cp015,ses-20210504,level-01Brun-001
122,/task-ils/sub-cp015/ses-20210504/level-01Brun-007,128,127.99,467.98,100,128,127.99,467.98,100,128,127.98,468.11,100,n/a,n/a,n/a,n/a,128,127.16,466.28,100,250,251.99,468.39,100,4,5.04,467.98,100,task-ils,sub-cp015,ses-20210504,level-01Brun-007
123,/task-ils/sub-cp015/ses-20210504/level-01Brun-012,128,127.98,414.61,100,128,127.98,414.61,100,128,127.97,414.54,100,n/a,n/a,n/a,n/a,128,106.67,422.84,0,250,252.15,414.26,100,4,4.3,414.42,99.83,task-ils,sub-cp015,ses-20210504,level-01Brun-012
124,/task-ils/sub-cp015/ses-20210504/level-02Brun-003,128,127.98,444.71,100,128,127.98,444.71,100,128,127.98,444.68,100,n/a,n/a,n/a,n/a,128,128.03,444.22,100,250,251.75,444.84,100,4,5,444.29,100,task-ils,sub-cp015,ses-20210504,level-02Brun-003
125,/task-ils/sub-cp015/ses-20210504/level-02Brun-008,128,127.94,428.8,100,128,127.94,428.8,100,128,127.99,428.28,100,n/a,n/a,n/a,n/a,128,128.63,429.51,100,250,252.09,428.72,100,4,4.99,428.85,99.95,task-ils,sub-cp015,ses-20210504,level-02Brun-008
126,/task-ils/sub-cp015/ses-20210504/level-02Brun-010,128,128,427.38,100,128,128,427.38,100,128,127.96,427.04,100,n/a,n/a,n/a,n/a,128,126.18,426.15,100,250,251.62,427.32,100,4,4.55,426.39,98.92,task-ils,sub-cp015,ses-20210504,level-02Brun-010
127,/task-ils/sub-cp015/ses-20210504/level-03Brun-002,128,127.99,446.71,100,128,127.99,446.71,100,128,127.98,446.53,100,n/a,n/a,n/a,n/a,128,128.01,446.51,100,250,251.89,446.23,100,4,5.18,446.47,99.96,task-ils,sub-cp015,ses-20210504,level-03Brun-002
128,/task-ils/sub-cp015/ses-20210504/level-03Brun-005,128,127.99,447.12,100,128,127.99,447.12,100,128,127.98,447.11,100,n/a,n/a,n/a,n/a,128,128,446.99,100,250,251.93,446.7,100,4,5.11,446.8,100,task-ils,sub-cp015,ses-20210504,level-03Brun-005
129,/task-ils/sub-cp015/ses-20210504/level-03Brun-011,128,127.97,422.68,100,128,127.97,422.68,100,128,127.98,422.69,100,n/a,n/a,n/a,n/a,128,121.76,421.69,72.74,250,251.9,422.31,100,4,4.69,421.84,99.8,task-ils,sub-cp015,ses-20210504,level-03Brun-011
130,/task-ils/sub-cp015/ses-20210504/level-04Brun-004,128,127.99,492.2,100,128,127.99,492.2,100,128,127.98,492.07,100,n/a,n/a,n/a,n/a,128,128.01,491.92,100,250,251.82,492.33,100,4,5.05,491.95,99.92,task-ils,sub-cp015,ses-20210504,level-04Brun-004
131,/task-ils/sub-cp015/ses-20210504/level-04Brun-006,128,127.98,486.24,100,128,127.98,486.24,100,128,127.98,486.09,100,n/a,n/a,n/a,n/a,128,128.01,486,100,250,251.79,486.39,100,4,4.56,483.81,99.46,task-ils,sub-cp015,ses-20210504,level-04Brun-006
132,/task-ils/sub-cp015/ses-20210504/level-04Brun-009,128,128.02,435.25,100,128,128.02,435.25,100,128,127.97,435.07,100,n/a,n/a,n/a,n/a,128,127.04,430.93,100,250,251.51,435.39,100,4,4.51,434.8,99.54,task-ils,sub-cp015,ses-20210504,level-04Brun-009
133,/task-ils/sub-cp016/ses-20210528/level-01Brun-001,128,127.96,405.45,100,128,127.96,405.45,100,128,128,405.55,100,n/a,n/a,n/a,n/a,128,127.99,405.31,100,250,252.66,405.44,100,4,5.24,405.43,100,task-ils,sub-cp016,ses-20210528,level-01Brun-001
134,/task-ils/sub-cp016/ses-20210528/level-01Brun-007,128,127.94,487.77,100,128,127.94,487.77,100,128,127.99,487.57,100,n/a,n/a,n/a,n/a,128,127.98,487.58,100,250,252.19,487.32,100,4,5.18,487.42,100,task-ils,sub-cp016,ses-20210528,level-01Brun-007
135,/task-ils/sub-cp016/ses-20210528/level-01Brun-012,128,127.81,389.32,100,128,127.81,389.32,100,128,127.98,389.07,100,n/a,n/a,n/a,n/a,128,127.99,389.16,100,250,252.45,389.07,100,4,5.27,388.82,100,task-ils,sub-cp016,ses-20210528,level-01Brun-012
136,/task-ils/sub-cp016/ses-20210528/level-02Brun-003,128,127.98,435.76,100,128,127.98,435.76,100,128,127.97,436.11,100,n/a,n/a,n/a,n/a,128,127.99,436.01,100,250,252.22,436.45,100,4,5.1,436.44,100,task-ils,sub-cp016,ses-20210528,level-02Brun-003
137,/task-ils/sub-cp016/ses-20210528/level-02Brun-008,128,121.93,481.35,97,128,121.93,481.35,97,128,127.99,481.51,100,n/a,n/a,n/a,n/a,128,127.99,481.69,100,250,252.33,481.17,100,4,5.13,481.29,100,task-ils,sub-cp016,ses-20210528,level-02Brun-008
138,/task-ils/sub-cp016/ses-20210528/level-02Brun-010,128,128.09,437.23,100,128,128.09,437.23,100,128,127.97,437.59,100,n/a,n/a,n/a,n/a,128,127.98,437.84,100,250,252.24,437.56,100,4,5.05,437.41,99.95,task-ils,sub-cp016,ses-20210528,level-02Brun-010
139,/task-ils/sub-cp016/ses-20210528/level-03Brun-002,128,126.92,466.09,100,128,126.92,466.09,100,128,127.98,465.48,100,n/a,n/a,n/a,n/a,128,127.97,465.53,100,250,252.27,465.44,100,4,5.22,465.29,100,task-ils,sub-cp016,ses-20210528,level-03Brun-002
140,/task-ils/sub-cp016/ses-20210528/level-03Brun-005,128,128.01,453.51,100,128,128.01,453.51,100,128,127.99,453.68,100,n/a,n/a,n/a,n/a,128,127.99,453.53,100,250,252.24,453.59,100,4,5.19,453.34,99.87,task-ils,sub-cp016,ses-20210528,level-03Brun-005
141,/task-ils/sub-cp016/ses-20210528/level-03Brun-011,128,127.81,453.81,100,128,127.81,453.81,100,128,127.99,453.2,100,n/a,n/a,n/a,n/a,128,127.99,453.15,100,250,252.48,452.98,100,4,5.25,452.87,100,task-ils,sub-cp016,ses-20210528,level-03Brun-011
142,/task-ils/sub-cp016/ses-20210528/level-04Brun-004,128,127.99,433.57,100,128,127.99,433.57,100,128,127.98,433.55,100,n/a,n/a,n/a,n/a,128,127.98,433.41,100,250,252.45,433.56,100,4,5.16,433.41,100,task-ils,sub-cp016,ses-20210528,level-04Brun-004
143,/task-ils/sub-cp016/ses-20210528/level-04Brun-006,128,127.98,430.65,100,128,127.98,430.65,100,128,127.99,430.56,100,n/a,n/a,n/a,n/a,128,127.98,430.68,100,250,252.15,430.55,100,4,4.7,430.47,99.8,task-ils,sub-cp016,ses-20210528,level-04Brun-006
144,/task-ils/sub-cp016/ses-20210528/level-04Brun-009,128,128,401.86,100,128,128,401.86,100,128,127.98,402.19,100,n/a,n/a,n/a,n/a,128,127.99,402.2,100,250,252.27,402.51,100,4,5.17,402.37,100,task-ils,sub-cp016,ses-20210528,level-04Brun-009
145,/task-ils/sub-cp017/ses-20210521/level-01Brun-001,128,127.65,426.11,100,128,127.65,426.11,100,128,127.99,425.96,100,n/a,n/a,n/a,n/a,128,121.09,419.66,0,250,252.12,426.03,100,4,5.26,425.95,99.96,task-ils,sub-cp017,ses-20210521,level-01Brun-001
146,/task-ils/sub-cp017/ses-20210521/level-01Brun-007,128,127.69,425.57,100,128,127.69,425.57,100,128,125.42,426.39,100,n/a,n/a,n/a,n/a,128,125.67,422.06,100,250,252.34,425.46,100,4,4.46,425.4,99.84,task-ils,sub-cp017,ses-20210521,level-01Brun-007
147,/task-ils/sub-cp017/ses-20210521/level-01Brun-012,128,127.69,429.17,100,128,127.69,429.17,100,128,125.02,431.02,98.56,n/a,n/a,n/a,n/a,128,127.68,428.45,100,250,252.35,428.96,100,4,4.35,428.86,99.73,task-ils,sub-cp017,ses-20210521,level-01Brun-012
148,/task-ils/sub-cp017/ses-20210521/level-02Brun-003,128,127.63,460.11,100,128,127.63,460.11,100,128,128.03,458.55,100,n/a,n/a,n/a,n/a,128,127.48,459.24,100,250,252.36,459.96,100,4,5.09,460,99.91,task-ils,sub-cp017,ses-20210521,level-02Brun-003
149,/task-ils/sub-cp017/ses-20210521/level-02Brun-008,128,127.67,462.05,100,128,127.67,462.05,100,128,127.99,461.44,100,n/a,n/a,n/a,n/a,128,127.54,461.21,100,250,252.32,462,100,4,4.67,461.95,99.95,task-ils,sub-cp017,ses-20210521,level-02Brun-008
150,/task-ils/sub-cp017/ses-20210521/level-02Brun-010,128,127.56,453.66,100,128,127.56,453.66,100,128,128,453.7,100,n/a,n/a,n/a,n/a,128,127.63,453.1,100,250,252.24,454.07,100,4,4.61,453.97,99.47,task-ils,sub-cp017,ses-20210521,level-02Brun-010
151,/task-ils/sub-cp017/ses-20210521/level-03Brun-002,128,127.68,459.4,100,128,127.68,459.4,100,128,127.97,459.7,100,n/a,n/a,n/a,n/a,128,108.17,451.93,0,250,252.32,459.56,100,4,5.24,459.29,100,task-ils,sub-cp017,ses-20210521,level-03Brun-002
152,/task-ils/sub-cp017/ses-20210521/level-03Brun-005,128,127.65,493.61,100,128,127.65,493.61,100,128,127.92,493.78,100,n/a,n/a,n/a,n/a,128,127.66,493.65,100,250,252.25,493.61,100,4,5.17,493.43,99.88,task-ils,sub-cp017,ses-20210521,level-03Brun-005
153,/task-ils/sub-cp017/ses-20210521/level-03Brun-011,128,127.69,457.1,100,128,127.69,457.1,100,128,127.75,451.86,100,n/a,n/a,n/a,n/a,128,114.51,457.77,71.85,250,252.15,457.01,100,4,4.76,456.79,99.77,task-ils,sub-cp017,ses-20210521,level-03Brun-011
154,/task-ils/sub-cp017/ses-20210521/level-04Brun-004,128,127.69,442.63,100,128,127.69,442.63,100,128,127.98,442.6,100,n/a,n/a,n/a,n/a,128,106.86,451.44,0,250,252.39,442.55,100,4,5.18,442.48,100,task-ils,sub-cp017,ses-20210521,level-04Brun-004
155,/task-ils/sub-cp017/ses-20210521/level-04Brun-006,128,127.68,458.54,100,128,127.68,458.54,100,128,127.54,451.77,100,n/a,n/a,n/a,n/a,128,127.3,458,100,250,252.18,458.62,100,4,4.7,458.39,99.72,task-ils,sub-cp017,ses-20210521,level-04Brun-006
156,/task-ils/sub-cp017/ses-20210521/level-04Brun-009,128,127.69,524.1,100,128,127.69,524.1,100,128,127.54,521.76,100,n/a,n/a,n/a,n/a,128,112.02,526.26,4.41,250,252.21,523.52,100,4,4.71,523.94,99.68,task-ils,sub-cp017,ses-20210521,level-04Brun-009
157,/task-ils/sub-cp018/ses-20210709/level-01Brun-001,128,127.99,408.63,100,128,127.99,408.63,100,128,127.97,408.61,100,n/a,n/a,n/a,n/a,128,128,408.65,100,250,251.99,408.75,100,4,5.19,408.43,99.91,task-ils,sub-cp018,ses-20210709,level-01Brun-001
158,/task-ils/sub-cp018/ses-20210709/level-01Brun-007,128,127.99,414.06,100,128,127.99,414.06,100,128,127.98,414.25,100,n/a,n/a,n/a,n/a,128,127.99,414.08,100,250,251.47,414.14,100,4,4.39,413.91,99.83,task-ils,sub-cp018,ses-20210709,level-01Brun-007
159,/task-ils/sub-cp018/ses-20210709/level-01Brun-012,128,127.99,403.5,100,128,127.99,403.5,100,128,127.97,403.68,100,n/a,n/a,n/a,n/a,128,127.97,403.67,100,250,251.46,403.55,100,4,4.27,403.37,99.54,task-ils,sub-cp018,ses-20210709,level-01Brun-012
160,/task-ils/sub-cp018/ses-20210709/level-02Brun-003,128,127.99,510.63,100,128,127.99,510.63,100,128,127.98,510.62,100,n/a,n/a,n/a,n/a,128,127.99,510.67,100,250,251.99,509.84,100,4,5.02,510.32,99.96,task-ils,sub-cp018,ses-20210709,level-02Brun-003
161,/task-ils/sub-cp018/ses-20210709/level-02Brun-008,128,127.98,431.08,100,128,127.98,431.08,100,128,128.01,430.39,100,n/a,n/a,n/a,n/a,128,127.98,431.06,100,250,251.47,430.87,100,4,4.48,430.5,99.69,task-ils,sub-cp018,ses-20210709,level-02Brun-008
162,/task-ils/sub-cp018/ses-20210709/level-02Brun-010,128,127.99,433.55,100,128,127.99,433.55,100,128,127.98,433.46,100,n/a,n/a,n/a,n/a,128,127.99,433.62,100,250,251.3,434.01,100,4,4.54,433.39,99.75,task-ils,sub-cp018,ses-20210709,level-02Brun-010
163,/task-ils/sub-cp018/ses-20210709/level-03Brun-002,128,127.98,434.67,100,128,127.98,434.67,100,128,127.98,434.55,100,n/a,n/a,n/a,n/a,128,127.97,434.6,100,250,251.95,434.52,100,4,5.2,434.39,99.96,task-ils,sub-cp018,ses-20210709,level-03Brun-002
164,/task-ils/sub-cp018/ses-20210709/level-03Brun-005,128,127.99,443.57,100,128,127.99,443.57,100,128,127.98,443.68,100,n/a,n/a,n/a,n/a,128,128,443.58,100,250,251.51,443.56,100,4,5.12,443.39,100,task-ils,sub-cp018,ses-20210709,level-03Brun-005
165,/task-ils/sub-cp018/ses-20210709/level-03Brun-011,128,127.98,448.71,100,128,127.98,448.71,100,128,127.98,448.6,100,n/a,n/a,n/a,n/a,128,127.97,448.6,100,250,251.2,448.51,100,4,4.57,448.4,99.27,task-ils,sub-cp018,ses-20210709,level-03Brun-011
166,/task-ils/sub-cp018/ses-20210709/level-04Brun-004,128,127.99,439.48,100,128,127.99,439.48,100,128,127.98,439.52,100,n/a,n/a,n/a,n/a,128,128.01,439.46,100,250,251.67,439.39,100,4,5.04,439.5,99.82,task-ils,sub-cp018,ses-20210709,level-04Brun-004
167,/task-ils/sub-cp018/ses-20210709/level-04Brun-006,128,127.99,424.05,100,128,127.99,424.05,100,128,127.99,424.09,100,n/a,n/a,n/a,n/a,128,127.99,423.54,100,250,251.29,424.04,100,4,4.58,423.94,99.54,task-ils,sub-cp018,ses-20210709,level-04Brun-006
168,/task-ils/sub-cp018/ses-20210709/level-04Brun-009,128,127.99,432.01,100,128,127.99,432.01,100,128,127.98,431.49,100,n/a,n/a,n/a,n/a,128,127.99,432.1,100,250,251.37,432.01,100,4,4.63,431.49,99.65,task-ils,sub-cp018,ses-20210709,level-04Brun-009
169,/task-ils/sub-cp019/ses-20210625/level-01Brun-001,128,127.67,564.1,100,128,127.67,564.1,100,128,127.97,563.52,100,n/a,n/a,n/a,n/a,128,127.69,563.87,100,250,252.75,563.36,100,4,5.56,563.84,99.97,task-ils,sub-cp019,ses-20210625,level-01Brun-001
170,/task-ils/sub-cp019/ses-20210625/level-01Brun-007,128,127.68,466.04,100,128,127.68,466.04,100,128,127.98,466.04,100,n/a,n/a,n/a,n/a,128,127.69,466.14,100,250,253.27,464.95,100,4,5.06,465.93,100,task-ils,sub-cp019,ses-20210625,level-01Brun-007
171,/task-ils/sub-cp019/ses-20210625/level-01Brun-012,128,127.68,437.15,100,128,127.68,437.15,100,128,127.98,437.03,100,n/a,n/a,n/a,n/a,128,127.7,436.38,100,250,252.96,436.86,100,4,5.27,436.37,99.96,task-ils,sub-cp019,ses-20210625,level-01Brun-012
172,/task-ils/sub-cp019/ses-20210625/level-02Brun-003,128,127.67,469.57,100,128,127.67,469.57,100,128,127.97,469.77,100,n/a,n/a,n/a,n/a,128,127.64,469.85,100,250,253.07,469.3,100,4,5.5,469.44,100,task-ils,sub-cp019,ses-20210625,level-02Brun-003
173,/task-ils/sub-cp019/ses-20210625/level-02Brun-008,128,127.66,492.04,100,128,127.66,492.04,100,128,127.98,492.14,100,n/a,n/a,n/a,n/a,128,127.7,491.55,100,250,253.05,492.13,100,4,5.31,491.93,100,task-ils,sub-cp019,ses-20210625,level-02Brun-008
174,/task-ils/sub-cp019/ses-20210625/level-02Brun-010,128,127.59,468.89,100,128,127.59,468.89,100,128,127.99,469.14,100,n/a,n/a,n/a,n/a,128,127.63,469.32,100,250,253.1,468.94,100,4,5.45,468.94,99.96,task-ils,sub-cp019,ses-20210625,level-02Brun-010
175,/task-ils/sub-cp019/ses-20210625/level-03Brun-002,128,127.68,488.05,100,128,127.68,488.05,100,128,127.98,488.01,100,n/a,n/a,n/a,n/a,128,127.68,488.2,100,250,252.84,487.97,100,4,5.75,487.86,100,task-ils,sub-cp019,ses-20210625,level-03Brun-002
176,/task-ils/sub-cp019/ses-20210625/level-03Brun-005,128,127.68,479.94,100,128,127.68,479.94,100,128,127.99,480.46,100,n/a,n/a,n/a,n/a,128,127.7,479.66,100,250,253.21,480.43,100,4,5.57,480.36,100,task-ils,sub-cp019,ses-20210625,level-03Brun-005
177,/task-ils/sub-cp019/ses-20210625/level-03Brun-011,128,127.65,496.66,100,128,127.65,496.66,100,128,127.98,496.58,100,n/a,n/a,n/a,n/a,128,127.65,496.61,100,250,252.85,497.25,100,4,5.58,496.32,99.96,task-ils,sub-cp019,ses-20210625,level-03Brun-011
178,/task-ils/sub-cp019/ses-20210625/level-04Brun-004,128,127.67,511.04,100,128,127.67,511.04,100,128,127.98,511.16,100,n/a,n/a,n/a,n/a,128,124.3,514.49,100,250,253.19,511.19,100,4,5.38,510.85,100,task-ils,sub-cp019,ses-20210625,level-04Brun-004
179,/task-ils/sub-cp019/ses-20210625/level-04Brun-006,128,127.65,498.9,100,128,127.65,498.9,100,128,127.98,499.08,100,n/a,n/a,n/a,n/a,128,127.63,494.75,100,250,253.11,499.11,100,4,5.3,498.89,99.96,task-ils,sub-cp019,ses-20210625,level-04Brun-006
180,/task-ils/sub-cp019/ses-20210625/level-04Brun-009,128,127.65,530.16,100,128,127.65,530.16,100,128,127.98,530.07,100,n/a,n/a,n/a,n/a,128,127.68,530.36,100,250,253,530,100,4,5.27,529.87,99.93,task-ils,sub-cp019,ses-20210625,level-04Brun-009
181,/task-ils/sub-cp020/ses-20210604/level-01Brun-001,128,127.98,428.12,100,128,127.98,428.12,100,128,127.99,428.13,100,n/a,n/a,n/a,n/a,128,127.96,428.07,100,250,252.32,428.14,100,4,5.25,422.73,100,task-ils,sub-cp020,ses-20210604,level-01Brun-001
182,/task-ils/sub-cp020/ses-20210604/level-01Brun-007,128,128,465.13,100,128,128,465.13,100,128,127.92,465.17,100,n/a,n/a,n/a,n/a,128,128.01,464.96,100,250,252.52,465.64,100,4,4.28,464.78,98.74,task-ils,sub-cp020,ses-20210604,level-01Brun-007
183,/task-ils/sub-cp020/ses-20210604/level-01Brun-012,128,127.99,474,100,128,127.99,474,100,128,127.93,474.59,100,n/a,n/a,n/a,n/a,128,128,474.59,100,250,252.72,474.58,100,4,5.44,473.91,100,task-ils,sub-cp020,ses-20210604,level-01Brun-012
